Generación	Cromosoma		Contenido    																						    Recorrido
0			99				[1,	20,	16,	11,	23,	25,	21,	22,	18,	24,	2,	19,	15,	10,	5,	14,	13,	3,	9,	4,	7,	8,	17,	6,	12,	1]	104.94644399553687
0			74				[1,	18,	24,	16,	4,	9,	15,	10,	7,	2,	23,	6,	14,	12,	5,	8,	19,	22,	21,	25,	20,	17,	3,	11,	13,	1]	110.30651250464281
0			11				[1,	10,	6,	14,	23,	20,	25,	19,	2,	5,	16,	8,	12,	3,	15,	9,	4,	24,	18,	13,	11,	22,	21,	7,	17,	1]	113.43251481171033
0			4				[1,	9,	10,	5,	16,	11,	21,	25,	13,	19,	22,	12,	18,	17,	23,	14,	20,	24,	4,	2,	3,	8,	15,	7,	6,	1]	116.15428734015056
0			98				[1,	8,	25,	17,	9,	4,	23,	3,	16,	10,	6,	5,	12,	13,	20,	24,	7,	15,	11,	2,	21,	19,	22,	18,	14,	1]	116.71321206089033
0			72				[1,	4,	15,	14,	5,	22,	23,	11,	2,	13,	9,	18,	3,	25,	24,	8,	12,	17,	16,	7,	6,	20,	21,	10,	19,	1]	120.93559436475965
0			30				[1,	20,	18,	23,	2,	9,	17,	7,	10,	3,	14,	4,	11,	25,	8,	15,	5,	16,	12,	21,	6,	22,	19,	13,	24,	1]	121.64830798541739
0			35				[1,	7,	20,	25,	16,	17,	9,	12,	23,	13,	15,	6,	3,	22,	14,	5,	18,	4,	19,	11,	2,	24,	21,	10,	8,	1]	121.65684818008047
0			33				[1,	4,	13,	19,	3,	16,	8,	9,	18,	5,	10,	23,	6,	15,	14,	24,	22,	12,	17,	11,	2,	20,	7,	25,	21,	1]	121.99450567013088
0			23				[1,	8,	19,	23,	18,	10,	11,	14,	16,	3,	9,	12,	17,	5,	13,	7,	15,	25,	24,	4,	2,	22,	21,	6,	20,	1]	122.1233544679407
0			50				[1,	14,	8,	15,	17,	20,	21,	16,	22,	11,	6,	24,	23,	12,	3,	10,	5,	7,	4,	19,	2,	18,	9,	25,	13,	1]	122.36379512780326
0			71				[1,	10,	13,	15,	3,	11,	12,	25,	7,	19,	22,	23,	9,	17,	24,	21,	20,	6,	16,	18,	5,	4,	2,	14,	8,	1]	123.23811006633262
0			93				[1,	7,	22,	12,	18,	24,	21,	13,	3,	6,	14,	17,	20,	25,	15,	23,	19,	2,	8,	10,	4,	11,	5,	9,	16,	1]	123.49421639871696
0			66				[1,	20,	4,	3,	19,	5,	23,	21,	12,	10,	9,	18,	2,	11,	24,	22,	14,	8,	7,	15,	16,	25,	17,	13,	6,	1]	123.61095359670988
0			22				[1,	13,	18,	2,	15,	14,	5,	22,	16,	24,	23,	12,	25,	3,	17,	20,	11,	7,	10,	4,	8,	21,	6,	9,	19,	1]	123.70505240857693
0			80				[1,	8,	4,	10,	25,	13,	6,	23,	11,	18,	22,	17,	21,	20,	14,	2,	5,	9,	16,	12,	24,	19,	7,	15,	3,	1]	123.92102598757054
0			91				[1,	16,	5,	25,	22,	20,	7,	23,	15,	4,	2,	19,	9,	17,	6,	8,	10,	13,	18,	11,	12,	24,	14,	21,	3,	1]	124.14310250424106
0			81				[1,	18,	20,	3,	25,	22,	5,	7,	12,	14,	23,	6,	13,	10,	11,	24,	2,	17,	21,	19,	4,	16,	15,	8,	9,	1]	124.66925921557123
0			96				[1,	9,	16,	20,	17,	5,	10,	7,	12,	23,	6,	13,	2,	21,	22,	3,	11,	24,	18,	25,	15,	19,	8,	4,	14,	1]	125.41268213623339
0			37				[1,	25,	10,	9,	24,	15,	14,	6,	20,	13,	22,	2,	11,	8,	7,	4,	19,	21,	23,	17,	12,	16,	18,	3,	5,	1]	125.50858873293734
0			14				[1,	2,	15,	19,	8,	6,	9,	22,	13,	23,	24,	12,	14,	7,	18,	4,	25,	3,	16,	5,	17,	10,	20,	21,	11,	1]	125.71677749624655
0			69				[1,	12,	8,	7,	15,	19,	20,	4,	18,	17,	16,	22,	25,	9,	14,	13,	21,	24,	11,	3,	2,	6,	23,	5,	10,	1]	125.81612890332035
0			85				[1,	14,	15,	16,	19,	18,	25,	20,	24,	4,	23,	22,	10,	8,	5,	13,	6,	11,	21,	7,	12,	2,	3,	9,	17,	1]	125.99503722576831
0			65				[1,	15,	25,	17,	20,	11,	21,	24,	22,	3,	10,	12,	4,	5,	13,	2,	16,	8,	14,	18,	19,	9,	7,	6,	23,	1]	126.18188979869113
0			52				[1,	8,	13,	19,	12,	3,	18,	16,	2,	10,	7,	6,	9,	5,	22,	4,	17,	24,	20,	21,	11,	14,	25,	23,	15,	1]	126.20167434601676
0			97				[1,	5,	18,	25,	17,	20,	23,	10,	19,	13,	4,	22,	6,	16,	9,	3,	2,	7,	14,	8,	11,	15,	24,	21,	12,	1]	127.20084418966341
0			27				[1,	23,	4,	6,	17,	8,	25,	24,	15,	10,	14,	13,	2,	22,	5,	16,	21,	7,	20,	9,	3,	19,	18,	12,	11,	1]	127.73065128036944
0			1				[1,	2,	18,	13,	14,	6,	16,	7,	5,	15,	24,	9,	17,	10,	19,	3,	21,	12,	8,	20,	11,	25,	22,	23,	4,	1]	127.74313609056111
0			79				[1,	2,	13,	8,	5,	7,	14,	17,	6,	11,	23,	3,	19,	9,	16,	18,	4,	12,	22,	25,	20,	15,	24,	21,	10,	1]	127.81081561502967
0			45				[1,	20,	15,	13,	19,	5,	10,	25,	11,	24,	21,	4,	17,	9,	16,	8,	14,	3,	6,	12,	22,	2,	7,	23,	18,	1]	128.27327825168288
0			29				[1,	17,	15,	9,	5,	24,	11,	14,	18,	4,	7,	12,	10,	16,	20,	19,	23,	25,	13,	3,	6,	21,	2,	8,	22,	1]	128.31263463210846
0			48				[1,	18,	4,	24,	16,	22,	2,	15,	23,	25,	21,	20,	10,	5,	6,	8,	11,	19,	13,	9,	14,	17,	3,	7,	12,	1]	128.68483010139147
0			51				[1,	3,	5,	13,	24,	7,	6,	9,	4,	25,	2,	23,	8,	15,	17,	16,	14,	11,	18,	20,	21,	10,	22,	12,	19,	1]	128.85200530118283
0			38				[1,	14,	13,	7,	2,	12,	10,	25,	19,	6,	11,	16,	17,	20,	24,	22,	3,	8,	15,	5,	4,	18,	21,	9,	23,	1]	129.3404857583613
0			10				[1,	12,	23,	5,	13,	24,	6,	20,	22,	21,	14,	2,	3,	16,	25,	17,	4,	19,	9,	18,	11,	8,	10,	7,	15,	1]	129.73740955194222
0			26				[1,	16,	7,	9,	20,	8,	2,	25,	14,	5,	17,	13,	22,	11,	10,	18,	3,	12,	6,	19,	15,	23,	21,	24,	4,	1]	129.88808105173464
0			5				[1,	3,	15,	4,	13,	11,	16,	9,	17,	21,	10,	5,	7,	20,	14,	19,	25,	18,	23,	12,	22,	2,	6,	24,	8,	1]	130.17938959815868
0			12				[1,	15,	20,	25,	18,	4,	10,	13,	11,	7,	2,	23,	14,	16,	3,	17,	5,	19,	12,	21,	9,	24,	22,	6,	8,	1]	130.23400789537996
0			84				[1,	12,	19,	20,	2,	5,	22,	9,	18,	8,	10,	23,	7,	6,	17,	15,	3,	24,	21,	25,	16,	11,	4,	14,	13,	1]	130.45286375180677
0			94				[1,	5,	25,	2,	9,	20,	24,	6,	22,	14,	16,	3,	21,	8,	19,	23,	12,	13,	18,	11,	4,	15,	10,	17,	7,	1]	130.6410372121441
0			41				[1,	8,	16,	5,	11,	25,	21,	7,	22,	9,	10,	3,	17,	6,	13,	12,	14,	19,	23,	20,	15,	24,	2,	18,	4,	1]	130.8861361696595
0			82				[1,	5,	6,	9,	3,	19,	17,	21,	4,	18,	8,	25,	22,	24,	20,	11,	10,	15,	12,	7,	16,	13,	2,	14,	23,	1]	131.00465811749112
0			19				[1,	21,	9,	13,	16,	10,	18,	25,	23,	7,	4,	2,	12,	22,	20,	14,	15,	6,	19,	24,	3,	8,	17,	11,	5,	1]	131.54155760662667
0			78				[1,	21,	17,	4,	15,	14,	9,	8,	19,	7,	22,	6,	3,	25,	24,	10,	12,	18,	11,	2,	20,	16,	13,	23,	5,	1]	131.75265659504745
